Code,Name,Year,Month,Day,Rate 1 (For USD),Rate 2 (For SOM)
SOM       ,KYRGYZ SOM                    ,2022,1,5,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,5,84.8,1
USD       ,UNITED STATES DOLLAR          ,2022,1,5,1,0.011792453
USD       ,United States Dollars         ,2022,1,5,1,0.011792453
AUD       ,Australia Dollars             ,2022,1,5,1.3811,0.016286557
CHF       ,Switzerland Francs            ,2022,1,5,0.9162,0.010804245
AUD       ,Australia Dollars             ,2022,1,5,1.3811,0.016286557
CHF       ,Switzerland Francs            ,2022,1,5,0.9162,0.010804245
CND       ,CANADIAN DOLLAR               ,2022,1,5,1.2704,0.014981132
CND       ,Canadian Dollars              ,2022,1,5,1.2704,0.014981132
EU        ,EURO                          ,2022,1,5,0.8862,0.010450472
CND       ,CANADIAN DOLLAR               ,2022,1,5,1.2704,0.014981132
CND       ,Canadian Dollars              ,2022,1,5,1.2704,0.014981132
GBP       ,BRITISH POUND                 ,2022,1,5,0.73904,0.008715094
EU        ,EURO                          ,2022,1,5,0.8862,0.010450472
KZT       ,KAZAKHSTAN TENGE              ,2022,1,5,434.78,5.127122642
GBP       ,BRITISH POUND                 ,2022,1,5,0.73904,0.008715094
RR        ,RUSSIAN RUBLES                ,2022,1,5,75.292,0.887877358
KZT       ,KAZAKHSTAN TENGE              ,2022,1,5,434.78,5.127122642
SOM       ,KYRGYZ SOM                    ,2022,1,5,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,5,84.8,1
RR        ,RUSSIAN RUBLES                ,2022,1,5,75.292,0.887877358
USD       ,UNITED STATES DOLLAR          ,2022,1,5,1,0.011792453
USD       ,United States Dollars         ,2022,1,5,1,0.011792453
KZT       ,KAZAKHSTAN TENGE              ,2022,1,4,435.15,5.131485849
SOM       ,KYRGYZ SOM                    ,2022,1,4,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,4,84.8,1
USD       ,UNITED STATES DOLLAR          ,2022,1,4,1,0.011792453
USD       ,United States Dollars         ,2022,1,4,1,0.011792453
USD       ,UNITED STATES DOLLAR          ,2022,1,4,1,0.011792453
USD       ,United States Dollars         ,2022,1,4,1,0.011792453
RR        ,RUSSIAN RUBLES                ,2022,1,4,74.41,0.877476415
AUD       ,Australia Dollars             ,2022,1,4,1.3896,0.016386792
AUD       ,Australia Dollars             ,2022,1,4,1.3896,0.016386792
CHF       ,Switzerland Francs            ,2022,1,4,0.9186,0.010832547
CND       ,CANADIAN DOLLAR               ,2022,1,4,1.2751,0.015036557
CND       ,Canadian Dollars              ,2022,1,4,1.2751,0.015036557
CHF       ,Switzerland Francs            ,2022,1,4,0.9186,0.010832547
EU        ,EURO                          ,2022,1,4,0.885,0.010436321
CND       ,CANADIAN DOLLAR               ,2022,1,4,1.2751,0.015036557
CND       ,Canadian Dollars              ,2022,1,4,1.2751,0.015036557
GBP       ,BRITISH POUND                 ,2022,1,4,0.74173,0.008746816
EU        ,EURO                          ,2022,1,4,0.885,0.010436321
KZT       ,KAZAKHSTAN TENGE              ,2022,1,4,435.15,5.131485849
GBP       ,BRITISH POUND                 ,2022,1,4,0.74173,0.008746816
RR        ,RUSSIAN RUBLES                ,2022,1,4,74.41,0.877476415
SOM       ,KYRGYZ SOM                    ,2022,1,4,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,4,84.8,1
SOM       ,KYRGYZ SOM                    ,2022,1,3,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,3,84.8,1
RR        ,RUSSIAN RUBLES                ,2022,1,3,74.988,0.884292453
KZT       ,KAZAKHSTAN TENGE              ,2022,1,3,435.06,5.130424528
SOM       ,KYRGYZ SOM                    ,2022,1,3,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,3,84.8,1
GBP       ,BRITISH POUND                 ,2022,1,3,0.73954,0.008720991
RR        ,RUSSIAN RUBLES                ,2022,1,3,74.988,0.884292453
EU        ,EURO                          ,2022,1,3,0.8793,0.010369104
KZT       ,KAZAKHSTAN TENGE              ,2022,1,3,435.06,5.130424528
CND       ,CANADIAN DOLLAR               ,2022,1,3,1.2656,0.014924528
CND       ,Canadian Dollars              ,2022,1,3,1.2656,0.014924528
GBP       ,BRITISH POUND                 ,2022,1,3,0.73954,0.008720991
CHF       ,Switzerland Francs            ,2022,1,3,0.9121,0.010755896
AUD       ,Australia Dollars             ,2022,1,3,1.3759,0.016225236
CHF       ,Switzerland Francs            ,2022,1,3,0.9121,0.010755896
CND       ,CANADIAN DOLLAR               ,2022,1,3,1.2656,0.014924528
CND       ,Canadian Dollars              ,2022,1,3,1.2656,0.014924528
EU        ,EURO                          ,2022,1,3,0.8793,0.010369104
USD       ,UNITED STATES DOLLAR          ,2022,1,3,1,0.011792453
USD       ,United States Dollars         ,2022,1,3,1,0.011792453
USD       ,UNITED STATES DOLLAR          ,2022,1,3,1,0.011792453
USD       ,United States Dollars         ,2022,1,3,1,0.011792453
AUD       ,Australia Dollars             ,2022,1,3,1.3759,0.016225236
AUD       ,Australia Dollars             ,2022,1,2,1.3765,0.016232311
CHF       ,Switzerland Francs            ,2022,1,2,0.9117,0.010751179
AUD       ,Australia Dollars             ,2022,1,2,1.3765,0.016232311
CHF       ,Switzerland Francs            ,2022,1,2,0.9117,0.010751179
CND       ,CANADIAN DOLLAR               ,2022,1,2,1.264,0.01490566
CND       ,Canadian Dollars              ,2022,1,2,1.264,0.01490566
EU        ,EURO                          ,2022,1,2,0.8792,0.010367925
CND       ,CANADIAN DOLLAR               ,2022,1,2,1.264,0.01490566
CND       ,Canadian Dollars              ,2022,1,2,1.264,0.01490566
GBP       ,BRITISH POUND                 ,2022,1,2,0.73899,0.008714505
EU        ,EURO                          ,2022,1,2,0.8792,0.010367925
KZT       ,KAZAKHSTAN TENGE              ,2022,1,2,435.08,5.130660377
GBP       ,BRITISH POUND                 ,2022,1,2,0.73899,0.008714505
RR        ,RUSSIAN RUBLES                ,2022,1,2,74.789,0.881945755
KZT       ,KAZAKHSTAN TENGE              ,2022,1,2,435.08,5.130660377
SOM       ,KYRGYZ SOM                    ,2022,1,2,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,2,84.8,1
USD       ,UNITED STATES DOLLAR          ,2022,1,2,1,0.011792453
USD       ,United States Dollars         ,2022,1,2,1,0.011792453
RR        ,RUSSIAN RUBLES                ,2022,1,2,74.789,0.881945755
SOM       ,KYRGYZ SOM                    ,2022,1,2,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,2,84.8,1
USD       ,UNITED STATES DOLLAR          ,2022,1,2,1,0.011792453
USD       ,United States Dollars         ,2022,1,2,1,0.011792453
RR        ,RUSSIAN RUBLES                ,2022,1,1,74.789,0.881945755
USD       ,UNITED STATES DOLLAR          ,2022,1,1,1,0.011792453
USD       ,United States Dollars         ,2022,1,1,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2022,1,1,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,1,84.8,1
USD       ,UNITED STATES DOLLAR          ,2022,1,1,1,0.011792453
USD       ,United States Dollars         ,2022,1,1,1,0.011792453
KZT       ,KAZAKHSTAN TENGE              ,2022,1,1,435.08,5.130660377
SOM       ,KYRGYZ SOM                    ,2022,1,1,84.8,1
SOM       ,Kyrgyz Soms                   ,2022,1,1,84.8,1
GBP       ,BRITISH POUND                 ,2022,1,1,0.73899,0.008714505
RR        ,RUSSIAN RUBLES                ,2022,1,1,74.789,0.881945755
EU        ,EURO                          ,2022,1,1,0.8794,0.010370283
KZT       ,KAZAKHSTAN TENGE              ,2022,1,1,435.08,5.130660377
CND       ,CANADIAN DOLLAR               ,2022,1,1,1.2639,0.014904481
CND       ,Canadian Dollars              ,2022,1,1,1.2639,0.014904481
GBP       ,BRITISH POUND                 ,2022,1,1,0.73899,0.008714505
CHF       ,Switzerland Francs            ,2022,1,1,0.9117,0.010751179
AUD       ,Australia Dollars             ,2022,1,1,1.3758,0.016224057
CHF       ,Switzerland Francs            ,2022,1,1,0.9117,0.010751179
CND       ,CANADIAN DOLLAR               ,2022,1,1,1.2639,0.014904481
CND       ,Canadian Dollars              ,2022,1,1,1.2639,0.014904481
EU        ,EURO                          ,2022,1,1,0.8794,0.010370283
AUD       ,Australia Dollars             ,2022,1,1,1.3758,0.016224057
SOM       ,KYRGYZ SOM                    ,2021,12,31,84.7586,1
SOM       ,Kyrgyz Soms                   ,2021,12,31,84.7586,1
USD       ,UNITED STATES DOLLAR          ,2021,12,31,1,0.011798213
USD       ,United States Dollars         ,2021,12,31,1,0.011798213
AUD       ,Australia Dollars             ,2021,12,31,1.3795,0.016275635
CHF       ,Switzerland Francs            ,2021,12,31,0.914,0.010783567
AUD       ,Australia Dollars             ,2021,12,31,1.3795,0.016275635
CND       ,CANADIAN DOLLAR               ,2021,12,31,1.2746,0.015038002
CND       ,Canadian Dollars              ,2021,12,31,1.2746,0.015038002
CHF       ,Switzerland Francs            ,2021,12,31,0.914,0.010783567
EU        ,EURO                          ,2021,12,31,0.8832,0.010420182
CND       ,CANADIAN DOLLAR               ,2021,12,31,1.2746,0.015038002
CND       ,Canadian Dollars              ,2021,12,31,1.2746,0.015038002
GBP       ,BRITISH POUND                 ,2021,12,31,0.74091,0.008741414
EU        ,EURO                          ,2021,12,31,0.8832,0.010420182
KZT       ,KAZAKHSTAN TENGE              ,2021,12,31,437.4,5.160538282
GBP       ,BRITISH POUND                 ,2021,12,31,0.74091,0.008741414
RR        ,RUSSIAN RUBLES                ,2021,12,31,74.581,0.879922509
KZT       ,KAZAKHSTAN TENGE              ,2021,12,31,437.4,5.160538282
SOM       ,KYRGYZ SOM                    ,2021,12,31,84.7586,1
SOM       ,Kyrgyz Soms                   ,2021,12,31,84.7586,1
RR        ,RUSSIAN RUBLES                ,2021,12,31,74.581,0.879922509
USD       ,UNITED STATES DOLLAR          ,2021,12,31,1,0.011798213
USD       ,United States Dollars         ,2021,12,31,1,0.011798213
SOM       ,KYRGYZ SOM                    ,2021,12,30,84.7908,1
SOM       ,Kyrgyz Soms                   ,2021,12,30,84.7908,1
USD       ,UNITED STATES DOLLAR          ,2021,12,30,1,0.011793732
USD       ,United States Dollars         ,2021,12,30,1,0.011793732
AUD       ,Australia Dollars             ,2021,12,30,1.3777,0.016248225
CHF       ,Switzerland Francs            ,2021,12,30,0.9139,0.010778292
AUD       ,Australia Dollars             ,2021,12,30,1.3777,0.016248225
CND       ,CANADIAN DOLLAR               ,2021,12,30,1.2783,0.015075928
CND       ,Canadian Dollars              ,2021,12,30,1.2783,0.015075928
CHF       ,Switzerland Francs            ,2021,12,30,0.9139,0.010778292
EU        ,EURO                          ,2021,12,30,0.8803,0.010382023
CND       ,CANADIAN DOLLAR               ,2021,12,30,1.2783,0.015075928
CND       ,Canadian Dollars              ,2021,12,30,1.2783,0.015075928
GBP       ,BRITISH POUND                 ,2021,12,30,0.74096,0.008738684
EU        ,EURO                          ,2021,12,30,0.8803,0.010382023
KZT       ,KAZAKHSTAN TENGE              ,2021,12,30,435.91,5.141005864
GBP       ,BRITISH POUND                 ,2021,12,30,0.74096,0.008738684
RR        ,RUSSIAN RUBLES                ,2021,12,30,73.998,0.872712606
KZT       ,KAZAKHSTAN TENGE              ,2021,12,30,435.91,5.141005864
SOM       ,KYRGYZ SOM                    ,2021,12,30,84.7908,1
SOM       ,Kyrgyz Soms                   ,2021,12,30,84.7908,1
RR        ,RUSSIAN RUBLES                ,2021,12,30,73.998,0.872712606
USD       ,UNITED STATES DOLLAR          ,2021,12,30,1,0.011793732
USD       ,United States Dollars         ,2021,12,30,1,0.011793732
SOM       ,KYRGYZ SOM                    ,2021,12,29,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,12,29,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,12,29,1,0.011792453
USD       ,United States Dollars         ,2021,12,29,1,0.011792453
AUD       ,Australia Dollars             ,2021,12,29,1.3827,0.016305425
CHF       ,Switzerland Francs            ,2021,12,29,0.9171,0.010814858
AUD       ,Australia Dollars             ,2021,12,29,1.3827,0.016305425
CND       ,CANADIAN DOLLAR               ,2021,12,29,1.2815,0.015112028
CND       ,Canadian Dollars              ,2021,12,29,1.2815,0.015112028
CHF       ,Switzerland Francs            ,2021,12,29,0.9171,0.010814858
EU        ,EURO                          ,2021,12,29,0.8839,0.010423349
CND       ,CANADIAN DOLLAR               ,2021,12,29,1.2815,0.015112028
CND       ,Canadian Dollars              ,2021,12,29,1.2815,0.015112028
GBP       ,BRITISH POUND                 ,2021,12,29,0.74444,0.008778774
EU        ,EURO                          ,2021,12,29,0.8839,0.010423349
GBP       ,BRITISH POUND                 ,2021,12,29,0.74444,0.008778774
KZT       ,KAZAKHSTAN TENGE              ,2021,12,29,434.56,5.124528302
RR        ,RUSSIAN RUBLES                ,2021,12,29,73.708,0.869198113
KZT       ,KAZAKHSTAN TENGE              ,2021,12,29,434.56,5.124528302
SOM       ,KYRGYZ SOM                    ,2021,12,29,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,12,29,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,12,29,73.708,0.869198113
USD       ,UNITED STATES DOLLAR          ,2021,12,29,1,0.011792453
USD       ,United States Dollars         ,2021,12,29,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,12,28,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,12,28,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,12,28,1,0.011792453
USD       ,United States Dollars         ,2021,12,28,1,0.011792453
AUD       ,Australia Dollars             ,2021,12,28,1.3821,0.016298349
CHF       ,Switzerland Francs            ,2021,12,28,0.9173,0.010817217
AUD       ,Australia Dollars             ,2021,12,28,1.3821,0.016298349
CND       ,CANADIAN DOLLAR               ,2021,12,28,1.279,0.015082547
CND       ,Canadian Dollars              ,2021,12,28,1.279,0.015082547
CHF       ,Switzerland Francs            ,2021,12,28,0.9173,0.010817217
EU        ,EURO                          ,2021,12,28,0.8827,0.010409198
CND       ,CANADIAN DOLLAR               ,2021,12,28,1.279,0.015082547
CND       ,Canadian Dollars              ,2021,12,28,1.279,0.015082547
GBP       ,BRITISH POUND                 ,2021,12,28,0.74394,0.008772877
EU        ,EURO                          ,2021,12,28,0.8827,0.010409198
KZT       ,KAZAKHSTAN TENGE              ,2021,12,28,434.31,5.121580189
GBP       ,BRITISH POUND                 ,2021,12,28,0.74394,0.008772877
RR        ,RUSSIAN RUBLES                ,2021,12,28,73.393,0.865483491
KZT       ,KAZAKHSTAN TENGE              ,2021,12,28,434.31,5.121580189
SOM       ,KYRGYZ SOM                    ,2021,12,28,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,12,28,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,12,28,73.393,0.865483491
USD       ,UNITED STATES DOLLAR          ,2021,12,28,1,0.011792453
USD       ,United States Dollars         ,2021,12,28,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,12,27,84.7889,1
SOM       ,Kyrgyz Soms                   ,2021,12,27,84.7889,1
USD       ,UNITED STATES DOLLAR          ,2021,12,27,1,0.011793997
USD       ,United States Dollars         ,2021,12,27,1,0.011793997
AUD       ,Australia Dollars             ,2021,12,27,1.383,0.016311097
CHF       ,Switzerland Francs            ,2021,12,27,0.9188,0.010836324
AUD       ,Australia Dollars             ,2021,12,27,1.383,0.016311097
CND       ,CANADIAN DOLLAR               ,2021,12,27,1.2816,0.015115186
CND       ,Canadian Dollars              ,2021,12,27,1.2816,0.015115186
CHF       ,Switzerland Francs            ,2021,12,27,0.9188,0.010836324
EU        ,EURO                          ,2021,12,27,0.8831,0.010415278
CND       ,CANADIAN DOLLAR               ,2021,12,27,1.2816,0.015115186
CND       ,Canadian Dollars              ,2021,12,27,1.2816,0.015115186
GBP       ,BRITISH POUND                 ,2021,12,27,0.74605,0.008798911
EU        ,EURO                          ,2021,12,27,0.8831,0.010415278
KZT       ,KAZAKHSTAN TENGE              ,2021,12,27,433.39,5.111400195
GBP       ,BRITISH POUND                 ,2021,12,27,0.74605,0.008798911
RR        ,RUSSIAN RUBLES                ,2021,12,27,73.661,0.868757585
KZT       ,KAZAKHSTAN TENGE              ,2021,12,27,433.39,5.111400195
SOM       ,KYRGYZ SOM                    ,2021,12,27,84.7889,1
SOM       ,Kyrgyz Soms                   ,2021,12,27,84.7889,1
RR        ,RUSSIAN RUBLES                ,2021,12,27,73.661,0.868757585
USD       ,UNITED STATES DOLLAR          ,2021,12,27,1,0.011793997
USD       ,United States Dollars         ,2021,12,27,1,0.011793997
RR        ,RUSSIAN RUBLES                ,2021,12,26,73.665,0.868804761
SOM       ,KYRGYZ SOM                    ,2021,12,26,84.7889,1
SOM       ,Kyrgyz Soms                   ,2021,12,26,84.7889,1
SOM       ,KYRGYZ SOM                    ,2021,12,26,84.7889,1
SOM       ,Kyrgyz Soms                   ,2021,12,26,84.7889,1
AUD       ,Australia Dollars             ,2021,12,26,1.3844,0.117939966
CHF       ,Switzerland Francs            ,2021,12,26,0.9204,0.108551945
CND       ,CANADIAN DOLLAR               ,2021,12,26,1.2807,0.015104571
CND       ,Canadian Dollars              ,2021,12,26,1.2807,0.015104571
EU        ,EURO                          ,2021,12,26,0.8832,0.010416458
GBP       ,BRITISH POUND                 ,2021,12,26,0.7469,0.008808936
KZT       ,KAZAKHSTAN TENGE              ,2021,12,26,433.4,5.111518135
USD       ,UNITED STATES DOLLAR          ,2021,12,26,1,0.011793997
USD       ,United States Dollars         ,2021,12,26,1,0.011793997
USD       ,UNITED STATES DOLLAR          ,2021,12,26,1,0.011793997
USD       ,United States Dollars         ,2021,12,26,1,0.011793997
AUD       ,Australia Dollars             ,2021,12,26,1.3844,0.117939966
CHF       ,Switzerland Francs            ,2021,12,26,0.9204,0.108551945
KZT       ,KAZAKHSTAN TENGE              ,2021,12,26,433.4,5.111518135
CND       ,CANADIAN DOLLAR               ,2021,12,26,1.2807,0.015104571
CND       ,Canadian Dollars              ,2021,12,26,1.2807,0.015104571
EU        ,EURO                          ,2021,12,26,0.8832,0.010416458
GBP       ,BRITISH POUND                 ,2021,12,26,0.7469,0.008808936
RR        ,RUSSIAN RUBLES                ,2021,12,26,73.665,0.868804761
KZT       ,KAZAKHSTAN TENGE              ,2021,12,25,433.38,5.111282255
GBP       ,BRITISH POUND                 ,2021,12,25,0.7471,0.008811295
EU        ,EURO                          ,2021,12,25,0.8832,0.104164578
CND       ,CANADIAN DOLLAR               ,2021,12,25,1.2812,0.015110468
CND       ,Canadian Dollars              ,2021,12,25,1.2812,0.015110468
RR        ,RUSSIAN RUBLES                ,2021,12,25,73.663,0.868781173
CHF       ,Switzerland Francs            ,2021,12,25,0.9204,0.108551945
RR        ,RUSSIAN RUBLES                ,2021,12,25,73.663,0.868781173
AUD       ,Australia Dollars             ,2021,12,25,1.3843,0.011793997
USD       ,UNITED STATES DOLLAR          ,2021,12,25,1,0.011793997
USD       ,United States Dollars         ,2021,12,25,1,0.011793997
GBP       ,BRITISH POUND                 ,2021,12,25,0.7471,0.008811295
EU        ,EURO                          ,2021,12,25,0.8832,0.104164578
CHF       ,Switzerland Francs            ,2021,12,25,0.9204,0.108551945
CND       ,CANADIAN DOLLAR               ,2021,12,25,1.2812,0.015110468
CND       ,Canadian Dollars              ,2021,12,25,1.2812,0.015110468
AUD       ,Australia Dollars             ,2021,12,25,1.3843,0.011793997
SOM       ,KYRGYZ SOM                    ,2021,12,25,84.7889,1
SOM       ,Kyrgyz Soms                   ,2021,12,25,84.7889,1
USD       ,UNITED STATES DOLLAR          ,2021,12,25,1,0.011793997
USD       ,United States Dollars         ,2021,12,25,1,0.011793997
KZT       ,KAZAKHSTAN TENGE              ,2021,12,25,433.38,5.111282255
SOM       ,KYRGYZ SOM                    ,2021,12,25,84.7889,1
SOM       ,Kyrgyz Soms                   ,2021,12,25,84.7889,1
SOM       ,KYRGYZ SOM                    ,2021,12,24,84.7913,1
SOM       ,Kyrgyz Soms                   ,2021,12,24,84.7913,1
USD       ,UNITED STATES DOLLAR          ,2021,12,24,1,0.011793663
USD       ,United States Dollars         ,2021,12,24,1,0.011793663
AUD       ,Australia Dollars             ,2021,12,24,1.3825,0.016304739
CHF       ,Switzerland Francs            ,2021,12,24,0.9188,0.010836017
AUD       ,Australia Dollars             ,2021,12,24,1.3825,0.016304739
CND       ,CANADIAN DOLLAR               ,2021,12,24,1.2826,0.015126552
CND       ,Canadian Dollars              ,2021,12,24,1.2826,0.015126552
CHF       ,Switzerland Francs            ,2021,12,24,0.9188,0.010836017
EU        ,EURO                          ,2021,12,24,0.883,0.010413804
CND       ,CANADIAN DOLLAR               ,2021,12,24,1.2826,0.015126552
CND       ,Canadian Dollars              ,2021,12,24,1.2826,0.015126552
GBP       ,BRITISH POUND                 ,2021,12,24,0.74593,0.008797247
EU        ,EURO                          ,2021,12,24,0.883,0.010413804
KZT       ,KAZAKHSTAN TENGE              ,2021,12,24,435.66,5.138027133
GBP       ,BRITISH POUND                 ,2021,12,24,0.74593,0.008797247
RR        ,RUSSIAN RUBLES                ,2021,12,24,73.357,0.865147722
KZT       ,KAZAKHSTAN TENGE              ,2021,12,24,435.66,5.138027133
SOM       ,KYRGYZ SOM                    ,2021,12,24,84.7913,1
SOM       ,Kyrgyz Soms                   ,2021,12,24,84.7913,1
RR        ,RUSSIAN RUBLES                ,2021,12,24,73.357,0.865147722
USD       ,UNITED STATES DOLLAR          ,2021,12,24,1,0.011793663
USD       ,United States Dollars         ,2021,12,24,1,0.011793663
SOM       ,KYRGYZ SOM                    ,2021,12,23,84.7981,1
SOM       ,Kyrgyz Soms                   ,2021,12,23,84.7981,1
USD       ,UNITED STATES DOLLAR          ,2021,12,23,1,0.011792717
USD       ,United States Dollars         ,2021,12,23,1,0.011792717
AUD       ,Australia Dollars             ,2021,12,23,1.3865,0.016350602
CHF       ,Switzerland Francs            ,2021,12,23,0.9194,0.010842224
AUD       ,Australia Dollars             ,2021,12,23,1.3865,0.016350602
CND       ,CANADIAN DOLLAR               ,2021,12,23,1.285,0.015153641
CND       ,Canadian Dollars              ,2021,12,23,1.285,0.015153641
CHF       ,Switzerland Francs            ,2021,12,23,0.9194,0.010842224
EU        ,EURO                          ,2021,12,23,0.8829,0.01041179
CND       ,CANADIAN DOLLAR               ,2021,12,23,1.285,0.015153641
CND       ,Canadian Dollars              ,2021,12,23,1.285,0.015153641
GBP       ,BRITISH POUND                 ,2021,12,23,0.7489,0.008831566
EU        ,EURO                          ,2021,12,23,0.8829,0.01041179
KZT       ,KAZAKHSTAN TENGE              ,2021,12,23,437.1,5.154596624
GBP       ,BRITISH POUND                 ,2021,12,23,0.7489,0.008831566
RR        ,RUSSIAN RUBLES                ,2021,12,23,73.659,0.868639745
KZT       ,KAZAKHSTAN TENGE              ,2021,12,23,437.1,5.154596624
SOM       ,KYRGYZ SOM                    ,2021,12,23,84.7981,1
SOM       ,Kyrgyz Soms                   ,2021,12,23,84.7981,1
RR        ,RUSSIAN RUBLES                ,2021,12,23,73.659,0.868639745
USD       ,UNITED STATES DOLLAR          ,2021,12,23,1,0.011792717
USD       ,United States Dollars         ,2021,12,23,1,0.011792717
SOM       ,KYRGYZ SOM                    ,2021,12,22,84.7957,1
SOM       ,Kyrgyz Soms                   ,2021,12,22,84.7957,1
USD       ,UNITED STATES DOLLAR          ,2021,12,22,1,0.011793051
USD       ,United States Dollars         ,2021,12,22,1,0.011793051
AUD       ,Australia Dollars             ,2021,12,22,1.3991,0.016499657
CHF       ,Switzerland Francs            ,2021,12,22,0.9233,0.010888524
AUD       ,Australia Dollars             ,2021,12,22,1.3991,0.016499657
CND       ,CANADIAN DOLLAR               ,2021,12,22,1.2923,0.01524016
CND       ,Canadian Dollars              ,2021,12,22,1.2923,0.01524016
CHF       ,Switzerland Francs            ,2021,12,22,0.9233,0.010888524
EU        ,EURO                          ,2021,12,22,0.8861,0.010449822
CND       ,CANADIAN DOLLAR               ,2021,12,22,1.2923,0.01524016
CND       ,Canadian Dollars              ,2021,12,22,1.2923,0.01524016
GBP       ,BRITISH POUND                 ,2021,12,22,0.75364,0.008887715
EU        ,EURO                          ,2021,12,22,0.8861,0.010449822
KZT       ,KAZAKHSTAN TENGE              ,2021,12,22,437.57,5.16028525
GBP       ,BRITISH POUND                 ,2021,12,22,0.75364,0.008887715
RR        ,RUSSIAN RUBLES                ,2021,12,22,73.903,0.871541835
KZT       ,KAZAKHSTAN TENGE              ,2021,12,22,437.57,5.16028525
SOM       ,KYRGYZ SOM                    ,2021,12,22,84.7957,1
SOM       ,Kyrgyz Soms                   ,2021,12,22,84.7957,1
RR        ,RUSSIAN RUBLES                ,2021,12,22,73.903,0.871541835
USD       ,UNITED STATES DOLLAR          ,2021,12,22,1,0.011793051
USD       ,United States Dollars         ,2021,12,22,1,0.011793051
SOM       ,KYRGYZ SOM                    ,2021,12,21,84.7985,1
SOM       ,Kyrgyz Soms                   ,2021,12,21,84.7985,1
USD       ,UNITED STATES DOLLAR          ,2021,12,21,1,0.011792661
USD       ,United States Dollars         ,2021,12,21,1,0.011792661
AUD       ,Australia Dollars             ,2021,12,21,1.4064,0.016585199
CHF       ,Switzerland Francs            ,2021,12,21,0.9217,0.010869296
AUD       ,Australia Dollars             ,2021,12,21,1.4064,0.016585199
CND       ,CANADIAN DOLLAR               ,2021,12,21,1.2937,0.015256166
CND       ,Canadian Dollars              ,2021,12,21,1.2937,0.015256166
CHF       ,Switzerland Francs            ,2021,12,21,0.9217,0.010869296
EU        ,EURO                          ,2021,12,21,0.8868,0.010457732
CND       ,CANADIAN DOLLAR               ,2021,12,21,1.2937,0.015256166
CND       ,Canadian Dollars              ,2021,12,21,1.2937,0.015256166
GBP       ,BRITISH POUND                 ,2021,12,21,0.757,0.008927045
EU        ,EURO                          ,2021,12,21,0.8868,0.010457732
KZT       ,KAZAKHSTAN TENGE              ,2021,12,21,438.85,5.175209467
GBP       ,BRITISH POUND                 ,2021,12,21,0.757,0.008927045
RR        ,RUSSIAN RUBLES                ,2021,12,21,74.086,0.873671114
KZT       ,KAZAKHSTAN TENGE              ,2021,12,21,438.85,5.175209467
SOM       ,KYRGYZ SOM                    ,2021,12,21,84.7985,1
SOM       ,Kyrgyz Soms                   ,2021,12,21,84.7985,1
RR        ,RUSSIAN RUBLES                ,2021,12,21,74.086,0.873671114
USD       ,UNITED STATES DOLLAR          ,2021,12,21,1,0.011792661
USD       ,United States Dollars         ,2021,12,21,1,0.011792661
SOM       ,KYRGYZ SOM                    ,2021,12,20,84.7994,1
SOM       ,Kyrgyz Soms                   ,2021,12,20,84.7994,1
USD       ,UNITED STATES DOLLAR          ,2021,12,20,1,0.011792536
USD       ,United States Dollars         ,2021,12,20,1,0.011792536
AUD       ,Australia Dollars             ,2021,12,20,1.4053,0.016572051
CHF       ,Switzerland Francs            ,2021,12,20,0.9234,0.010889228
AUD       ,Australia Dollars             ,2021,12,20,1.4053,0.016572051
CND       ,CANADIAN DOLLAR               ,2021,12,20,1.29,0.015212372
CND       ,Canadian Dollars              ,2021,12,20,1.29,0.015212372
CHF       ,Switzerland Francs            ,2021,12,20,0.9234,0.010889228
EU        ,EURO                          ,2021,12,20,0.8895,0.010489461
CND       ,CANADIAN DOLLAR               ,2021,12,20,1.29,0.015212372
CND       ,Canadian Dollars              ,2021,12,20,1.29,0.015212372
GBP       ,BRITISH POUND                 ,2021,12,20,0.75597,0.008914804
EU        ,EURO                          ,2021,12,20,0.8895,0.010489461
KZT       ,KAZAKHSTAN TENGE              ,2021,12,20,440.96,5.200036793
GBP       ,BRITISH POUND                 ,2021,12,20,0.75597,0.008914804
RR        ,RUSSIAN RUBLES                ,2021,12,20,74.111,0.873956655
KZT       ,KAZAKHSTAN TENGE              ,2021,12,20,440.96,5.200036793
